sample	timestamp	epoch_ns	target	comm	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	total_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb	zram_orig_bytes	zram_compr_bytes	zram_mem_used_bytes
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	AppProcB	AppProcB	896	6572	11780	6416	24768	109187	1366	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	cynara	cynara	205	1652	1032	212	2896	20148	842	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	AppProcA	AppProcA	2724	1212	3644	3732	8588	35598	79	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	systemd	systemd	1	1124	164	440	1728	27356	507	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3515	309	1058104	92816	90263552	20975318	27086848
17	2026-08-13T23:19:41,754571708-0700	1786688381750331792	ServiceD	ServiceD	1037	180	1740	3224	5144	18791	277	1058104	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	AppProcD	AppProcD	424	12592	18612	5140	36344	123405	500	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	AppProcB	AppProcB	896	6572	11780	6416	24768	109227	1366	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	cynara	cynara	205	1652	1032	212	2896	20148	842	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	AppProcA	AppProcA	2724	1212	3644	3732	8588	35598	79	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	systemd	systemd	1	1124	164	440	1728	27356	507	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3515	309	1059032	92816	90263552	20975318	27086848
18	2026-08-13T23:19:43,753327291-0700	1786688383748845958	ServiceD	ServiceD	1037	180	1740	3224	5144	18791	277	1059032	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	AppProcD	AppProcD	424	12592	18612	5140	36344	123406	500	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	AppProcB	AppProcB	896	6572	11780	6416	24768	109227	1366	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	cynara	cynara	205	1652	1032	212	2896	20148	842	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	AppProcA	AppProcA	2724	1212	3644	3732	8588	35599	79	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	systemd	systemd	1	1124	164	440	1728	27357	507	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3516	309	1058492	92816	90263552	20975318	27086848
19	2026-08-13T23:19:45,751958624-0700	1786688385746351707	ServiceD	ServiceD	1037	180	1740	3224	5144	18816	277	1058492	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	AppProcD	AppProcD	424	12592	18612	5140	36344	123458	500	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	AppProcB	AppProcB	896	6572	11780	6416	24768	109227	1366	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	cynara	cynara	205	1652	1032	212	2896	20148	842	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	AppProcA	AppProcA	2724	1212	3644	3732	8588	35619	79	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	systemd	systemd	1	1124	164	440	1728	27357	507	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3516	309	1058400	92816	90263552	20975318	27086848
20	2026-08-13T23:19:47,757189124-0700	1786688387752409207	ServiceD	ServiceD	1037	180	1740	3224	5144	18816	277	1058400	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	AppProcD	AppProcD	424	12592	18612	5140	36344	123458	500	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	AppProcB	AppProcB	896	6572	11780	6416	24768	109267	1366	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	cynara	cynara	205	1652	1032	212	2896	20148	842	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	AppProcA	AppProcA	2724	1212	3644	3732	8588	35620	79	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	systemd	systemd	1	1124	164	440	1728	27357	507	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3517	309	1058288	92816	90263552	20975318	27086848
21	2026-08-13T23:19:49,753626290-0700	1786688389749440790	ServiceD	ServiceD	1037	180	1740	3224	5144	18816	277	1058288	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	AppProcD	AppProcD	424	12592	18612	5140	36344	123458	500	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	AppProcB	AppProcB	896	6572	11780	6416	24768	109267	1366	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	cynara	cynara	205	1652	1032	212	2896	20148	842	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	AppProcA	AppProcA	2724	1212	3644	3732	8588	35641	79	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	systemd	systemd	1	1124	164	440	1728	27357	507	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3517	309	1058248	92816	90263552	20975318	27086848
22	2026-08-13T23:19:51,755372956-0700	1786688391749593289	ServiceD	ServiceD	1037	180	1740	3224	5144	18842	277	1058248	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	AppProcD	AppProcD	424	12592	18612	5140	36344	123510	500	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	AppProcB	AppProcB	896	6572	11780	6416	24768	109267	1366	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	cynara	cynara	205	1652	1032	212	2896	20148	842	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	AppProcA	AppProcA	2724	1212	3644	3732	8588	35641	79	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	systemd	systemd	1	1124	164	440	1728	27357	507	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1058200	92816	90263552	20975318	27086848
23	2026-08-13T23:19:53,753576039-0700	1786688393749002539	ServiceD	ServiceD	1037	180	1740	3224	5144	18842	277	1058200	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	AppProcD	AppProcD	424	12592	18612	5140	36344	123510	500	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	AppProcB	AppProcB	896	6572	11780	6416	24768	109307	1366	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	cynara	cynara	205	1652	1032	212	2896	20148	842	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	AppProcA	AppProcA	2724	1212	3644	3732	8588	35642	79	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	systemd	systemd	1	1124	164	440	1728	27358	507	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1060328	92816	90263552	20975318	27086848
24	2026-08-13T23:19:55,756174455-0700	1786688395751163205	ServiceD	ServiceD	1037	180	1740	3224	5144	18867	277	1060328	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	AppProcD	AppProcD	424	12592	18612	5140	36344	123562	500	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	AppProcB	AppProcB	896	6572	11780	6416	24768	109307	1366	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	cynara	cynara	205	1652	1032	212	2896	20148	842	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	AppProcA	AppProcA	2724	1212	3644	3732	8588	35662	79	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	systemd	systemd	1	1124	164	440	1728	27358	507	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1059128	92816	90263552	20975318	27086848
25	2026-08-13T23:19:57,756009621-0700	1786688397751522121	ServiceD	ServiceD	1037	180	1740	3224	5144	18867	277	1059128	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	AppProcD	AppProcD	424	12592	18612	5140	36344	123562	500	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	AppProcB	AppProcB	896	6572	11780	6416	24768	109347	1366	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	cynara	cynara	205	1652	1032	212	2896	20148	842	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	AppProcA	AppProcA	2724	1212	3644	3732	8588	35662	79	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	systemd	systemd	1	1124	164	440	1728	27358	507	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1058752	92816	90263552	20975318	27086848
26	2026-08-13T23:19:59,756351704-0700	1786688399750196037	ServiceD	ServiceD	1037	180	1740	3224	5144	18867	277	1058752	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	AppProcD	AppProcD	424	12592	18612	5140	36344	123562	500	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	AppProcB	AppProcB	896	6572	11780	6416	24768	109347	1366	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	cynara	cynara	205	1652	1032	212	2896	20148	842	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	AppProcA	AppProcA	2724	1212	3644	3732	8588	35684	79	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	systemd	systemd	1	1124	164	440	1728	27358	507	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1059240	92816	90263552	20975318	27086848
27	2026-08-13T23:20:01,751859787-0700	1786688401747408704	ServiceD	ServiceD	1037	180	1740	3224	5144	18892	277	1059240	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	AppProcD	AppProcD	424	12592	18612	5140	36344	123614	500	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	AppProcB	AppProcB	896	6572	11780	6416	24768	109347	1366	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	cynara	cynara	205	1652	1032	212	2896	20148	842	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	AppProcA	AppProcA	2724	1212	3644	3732	8588	35684	79	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	systemd	systemd	1	1124	164	440	1728	27358	507	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	enlightenment	enlightenment	258	888	888	3036	4812	21489	495	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	buxton2d_worker	buxton2d_worker	229	836	28	440	1304	3518	309	1058900	92816	90263552	20975318	27086848
28	2026-08-13T23:20:03,753855620-0700	1786688403749172453	ServiceD	ServiceD	1037	180	1740	3224	5144	18892	277	1058900	92816	90263552	20975318	27086848
29	2026-08-13T23:20:05,753896286-0700	1786688405749729286	AppProcD	AppProcD	424	12592	18612	5140	36344	123614	500	1058944	92816	90263552	20975318	27086848
29	2026-08-13T23:20:05,753896286-0700	1786688405749729286	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1058944	92816	90263552	20975318	27086848
29	2026-08-13T23:20:05,753896286-0700	1786688405749729286	AppProcB	AppProcB	896	6572	11780	6416	24768	109387	1366	1058944	92816	90263552	20975318	27086848
29	2026-08-13T23:20:05,753896286-0700	1786688405749729286	ServiceH	ServiceH	2869	4100	4004	3040	11144	21917	2	1058944	92816	90263552	20975318	27086848
29	2026-08-13T23:20:05,753896286-0700	1786688405749729286	cynara	cynara	205	1652	1032	212	2896	20148	842	1058944	92816	90263552	20975318	27086848
